Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Ligue,Fin_Contrat,Matchs_22_23,Buts_22_23,Minutes_22_23
Lincoln,27,Brésil,Inconnu,"3,30 mio. €",https://www.transfermarkt.fr/lincoln/profil/spieler/351738,Milieu offensif,Liga Portugal,2027,35,2,2066
Georges-Kevin N'Koudou,30,Cameroun,Inconnu,"3,30 mio. €",https://www.transfermarkt.fr/georges-kevin-nkoudou/profil/spieler/215679,Ailier gauche,First Division League,2028,22,5,1175
Modibo Sagnan,26,Mali,"2,50 mio. €","3,20 mio. €",https://www.transfermarkt.fr/modibo-sagnan/profil/spieler/524925,Défenseur central,Süper Lig,2026,28,1,2182
Vitor Bueno,31,Brésil,"2,50 mio. €","3,20 mio. €",https://www.transfermarkt.fr/vitor-bueno/profil/spieler/390368,Milieu offensif,Série A,2027,59,11,3411
Díber Cambindo,29,Colombie,900 K €,"3,20 mio. €",https://www.transfermarkt.fr/diber-cambindo/profil/spieler/650861,Avant-centre,Liga MX Apertura,0,24,9,1287
Antony,24,Brésil,600 K €,"3,20 mio. €",https://www.transfermarkt.fr/antony/profil/spieler/798687,Ailier gauche,MLS,2026,51,7,3291
Michael Santos,32,Uruguay,"2,70 mio. €","3,20 mio. €",https://www.transfermarkt.fr/michael-santos/profil/spieler/178107,Avant-centre,Torneo Apertura,2026,24,13,1848
David Martínez,20,Venezuela,"1,50 mio. €","3,20 mio. €",https://www.transfermarkt.fr/david-martinez/profil/spieler/988222,Ailier droit,MLS,2027,11,2,789
Ola Brynhildsen,26,Norvège,"3,20 mio. €","2,50 mio. €",https://www.transfermarkt.fr/ola-brynhildsen/profil/spieler/499759,Avant-centre,Superliga,2027,30,14,2102
Michele Collocolo,26,Italie,"3,20 mio. €","2,00 mio. €",https://www.transfermarkt.fr/michele-collocolo/profil/spieler/434551,Milieu central,Serie A,2027,37,5,3174
Gastón Togni,28,Argentine,"3,20 mio. €","1,10 mio. €",https://www.transfermarkt.fr/gaston-togni/profil/spieler/503342,Ailier gauche,Liga AUF Apertura,2026,50,10,3682
Mounir Chouiar,27,Maroc,"3,20 mio. €","1,10 mio. €",https://www.transfermarkt.fr/mounir-chouiar/profil/spieler/355641,Ailier gauche,Botola Pro Inwi,2028,46,4,2608
Lucas Romero,31,Argentine,"3,20 mio. €",900 K €,https://www.transfermarkt.fr/lucas-romero/profil/spieler/242201,Milieu défensif,Série A,2027,27,0,2111
Emil Bohinen,26,Norvège,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/emil-bohinen/profil/spieler/406806,Milieu défensif,Serie B,2028,25,0,855
José Manuel Arnáiz,30,Espagne,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/jose-manuel-arnaiz/profil/spieler/364603,Milieu offensif,LaLiga2,2027,39,9,3218
Endri Cekici,29,Albanie,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/endri-cekici/profil/spieler/204049,Milieu offensif,Iraq Stars League,2026,24,2,1360
José Paradela,27,Argentine,Inconnu,"3,20 mio. €",https://www.transfermarkt.fr/jose-paradela/profil/spieler/639152,Milieu central,Liga MX Apertura,2029,40,3,2313
Luciano Gondou,24,Argentine,"3,00 mio. €","3,18 mio. €",https://www.transfermarkt.fr/luciano-gondou/profil/spieler/851111,Avant-centre,Premier Liga,2030,40,15,3132
Guzmán Rodríguez,26,Uruguay,"1,00 mio. €","3,11 mio. €",https://www.transfermarkt.fr/guzman-rodriguez/profil/spieler/732899,Défenseur central,Série A,2029,40,1,3507
Florent Hadergjonaj,31,Kosovo,Inconnu,"3,10 mio. €",https://www.transfermarkt.fr/florent-hadergjonaj/profil/spieler/238809,Milieu droit,Süper Lig,2027,26,3,2113
Gue-sung Cho,28,Corée du Sud,"2,50 mio. €","3,05 mio. €",https://www.transfermarkt.fr/gue-sung-cho/profil/spieler/652537,Avant-centre,Superliga,2028,14,7,1026
Otávio,23,Brésil,"3,00 mio. €","12,31 mio. €",https://www.transfermarkt.fr/otavio/profil/spieler/818495,Défenseur central,Ligue 1,2030,17,0,1319
Mihajlo Ilić,22,Serbie,"3,00 mio. €","4,80 mio. €",https://www.transfermarkt.fr/mihajlo-ilic/profil/spieler/845566,Défenseur central,Jupiler Pro League,2026,14,0,956
Sebastian Walukiewicz,25,Pologne,"3,00 mio. €","4,50 mio. €",https://www.transfermarkt.fr/sebastian-walukiewicz/profil/spieler/345458,Arrière droit,Serie A,2026,11,0,601
Robert Ljubicic,26,Croatie,"3,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/robert-ljubicic/profil/spieler/353634,Milieu central,Super League 1,2029,50,4,4106
Erison,26,Brésil,"3,00 mio. €","3,20 mio. €",https://www.transfermarkt.fr/erison/profil/spieler/787238,Avant-centre,J1 Special Season,2027,34,7,1586
Nathaniel Brown,22,Allemagne,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/nathaniel-brown/profil/spieler/691892,Arrière gauche,Bundesliga,2030,31,2,2471
Jonathan Dubasin,26,Espagne,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/jonathan-dubasin/profil/spieler/628621,Ailier gauche,LaLiga2,2028,43,11,2911
Thierno Barry,23,France,"1,30 mio. €","3,00 mio. €",https://www.transfermarkt.fr/thierno-barry/profil/spieler/937941,Avant-centre,Premier League,2029,33,20,2522
Adrian Leon Barisic,24,Bosnie-Herzégovine,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/adrian-leon-barisic/profil/spieler/625206,Défenseur central,Liga Portugal,2026,29,1,2480
Aliou Badji,28,Sénégal,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/aliou-badji/profil/spieler/479589,Avant-centre,1.Lig,2027,35,5,1811
Elias Achouri,26,Tunisie,600 K €,"3,00 mio. €",https://www.transfermarkt.fr/elias-achouri/profil/spieler/645589,Ailier gauche,Superliga,2028,33,6,1909
Tijjani Noslin,26,Pays-Bas,900 K €,"3,00 mio. €",https://www.transfermarkt.fr/tijjani-noslin/profil/spieler/457736,Ailier droit,Serie A,2029,31,5,1610
Odin Holm,23,Norvège,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/odin-holm/profil/spieler/581109,Milieu central,Premiership,2028,12,0,830
Mateusz Legowski,23,Pologne,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mateusz-legowski/profil/spieler/570466,Milieu défensif,Süper Lig,2028,27,3,1716
Loum Tchaouna,22,France,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/loum-tchaouna/profil/spieler/607226,Ailier droit,Premier League,2030,32,2,1974
Elione Fernandes Neto,20,Angola,500 K €,"3,00 mio. €",https://www.transfermarkt.fr/elione-fernandes-neto/profil/spieler/934519,Milieu central,2. Liga,2026,25,1,1247
Adam Daghim,20,Danemark,200 K €,"3,00 mio. €",https://www.transfermarkt.fr/adam-daghim/profil/spieler/881297,Ailier droit,Bundesliga,2026,17,4,1144
Ibrahim Cissoko,22,Pays-Bas,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/ibrahim-cissoko/profil/spieler/575693,Ailier gauche,League One,2026,32,4,1202
Luka Stojkovic,22,Croatie,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/luka-stojkovic/profil/spieler/665266,Milieu offensif,SuperSport HNL,2028,33,4,2313
Gino Infantino,22,Argentine,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/gino-infantino/profil/spieler/831162,Milieu central,Torneo Apertura,2026,17,1,805
Felipe Augusto,21,Brésil,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/felipe-augusto/profil/spieler/834899,Avant-centre,Süper Lig,2029,34,9,1325
Marius Bülter,32,Allemagne,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/marius-bulter/profil/spieler/116088,Ailier gauche,Bundesliga,2027,35,11,2640
Welton,28,Brésil,"2,20 mio. €","3,00 mio. €",https://www.transfermarkt.fr/welton/profil/spieler/858213,Ailier gauche,J1 Special Season,2027,42,8,3566
Arthur Gomes,27,Brésil,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/arthur-gomes/profil/spieler/401534,Ailier gauche,Premier Liga,2029,62,8,2883
Jakov Medic,27,Croatie,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/jakov-medic/profil/spieler/488755,Défenseur central,Championship,2028,30,6,2678
Lukas Engel,27,Danemark,700 K €,"3,00 mio. €",https://www.transfermarkt.fr/lukas-engel/profil/spieler/511534,Arrière gauche,MLS,2028,35,1,2960
Irakli Azarovi,23,Géorgie,"1,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/irakli-azarovi/profil/spieler/530696,Arrière gauche,Premier Liga,2028,29,0,1723
Gelson Martins,30,Portugal,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/gelson-martins/profil/spieler/257448,Ailier droit,Super League 1,2028,15,0,507
Pere Milla,33,Espagne,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/pere-milla/profil/spieler/225593,Ailier gauche,LaLiga,2027,33,7,1956
Carlos Dotor,24,Espagne,700 K €,"3,00 mio. €",https://www.transfermarkt.fr/carlos-dotor/profil/spieler/623524,Milieu central,LaLiga2,2026,29,12,2250
Kelvin Amian,28,France,"2,20 mio. €","3,00 mio. €",https://www.transfermarkt.fr/kelvin-amian/profil/spieler/344072,Arrière droit,Ligue 1,2028,32,0,2422
Mohamed Kaba,24,France,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mohamed-kaba/profil/spieler/911328,Milieu central,Ligue 1,2026,33,5,2908
Tiago Morais,22,Portugal,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/tiago-morais/profil/spieler/815652,Ailier gauche,Liga Portugal,2026,35,4,1193
Christian Fassnacht,32,Suisse,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/christian-fassnacht/profil/spieler/250490,Milieu offensif,Super League,2027,34,11,2480
Luca Koleosho,21,Italie,"1,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/luca-koleosho/profil/spieler/745461,Ailier droit,Ligue 1,2026,17,3,810
Hannes Delcroix,26,Haïti,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/hannes-delcroix/profil/spieler/338635,Défenseur central,Super League,2028,26,1,2038
Hákon Valdimarsson,24,Islande,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/hakon-valdimarsson/profil/spieler/488935,Gardien de but,Premier League,2028,29,0,2549
Bruno Amione,24,Argentine,"2,70 mio. €","3,00 mio. €",https://www.transfermarkt.fr/bruno-amione/profil/spieler/644676,Défenseur central,Liga MX Apertura,0,30,1,2376
Armando Izzo,33,Italie,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/armando-izzo/profil/spieler/32113,Défenseur central,Serie B,2028,31,1,2500
Mahdi Camara,27,France,"3,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mahdi-camara/profil/spieler/324795,Milieu central,Ligue 1,2029,37,2,2278
Hamdy Fathy,31,Égypte,"2,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/hamdy-fathy/profil/spieler/340303,Milieu défensif,Stars League,2027,35,4,2335
Din Klapija,19,États-Unis,-,"3,00 mio. €",https://www.transfermarkt.fr/din-klapija/profil/spieler/1086566,Avant-centre,U19 Nachwuchsliga - Liga A,2026,0,0,0
Adrian Mazilu,20,Roumanie,"2,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/adrian-mazilu/profil/spieler/723835,Ailier droit,SuperLiga,2029,21,7,1148
Makhtar Gueye,28,Sénégal,"1,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/makhtar-gueye/profil/spieler/606849,Avant-centre,Super League,2027,27,0,697
Paulinho,31,Brésil,"1,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/paulinho/profil/spieler/212923,Milieu offensif,Autre,0,13,3,703
Bart Nieuwkoop,29,Pays-Bas,"3,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/bart-nieuwkoop/profil/spieler/257987,Arrière droit,Eredivisie,2027,51,4,4071
Agustín Sant'Anna,28,Uruguay,"3,00 mio. €","2,78 mio. €",https://www.transfermarkt.fr/agustin-santanna/profil/spieler/400661,Arrière droit,Série A,2027,45,2,3659
Saba Sazonov,24,Géorgie,"3,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/saba-sazonov/profil/spieler/655456,Défenseur central,Serie A,2026,33,1,2730
Diego Gómez,22,Paraguay,"3,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/diego-gomez/profil/spieler/996897,Milieu central,Premier League,0,38,5,2640
Amir Murillo,29,Panama,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/amir-murillo/profil/spieler/354482,Arrière droit,Süper Lig,2028,45,6,3945
Sebastiano Luperto,29,Italie,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/sebastiano-luperto/profil/spieler/278531,Défenseur central,Serie A,2030,37,2,3258
Pedro Aquino,30,Pérou,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/pedro-aquino/profil/spieler/273638,Milieu défensif,Liga 1 Apertura,2026,37,0,1229
Kevin Agudelo,27,Colombie,"3,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/kevin-agudelo/profil/spieler/587458,Milieu offensif,UAE Pro League,2029,36,0,2259
Keinan Davis,27,Angleterre,"3,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/keinan-davis/profil/spieler/412660,Avant-centre,Serie A,2027,34,7,2406
Josh Tymon,26,Angleterre,"3,00 mio. €","2,20 mio. €",https://www.transfermarkt.fr/josh-tymon/profil/spieler/419929,Arrière gauche,Championship,2029,31,1,1916
Philipp Max,32,Allemagne,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/philipp-max/profil/spieler/111275,Arrière gauche,Autre,0,40,0,2989
Ron Schallenberg,27,Allemagne,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/ron-schallenberg/profil/spieler/332392,Milieu défensif,2. Bundesliga,2026,35,3,3174
Chris Bedia,29,Côte d'Ivoire,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/chris-bedia/profil/spieler/294791,Avant-centre,Super League,2026,25,12,1643
Jordan Larsson,28,Suède,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/jordan-larsson/profil/spieler/308552,Ailier droit,Superliga,2027,28,6,1492
Mauro Perkovic,22,Croatie,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/mauro-perkovic/profil/spieler/676266,Arrière gauche,Ekstraklasa,2029,27,0,2250
Gustavo Mantuan,24,Brésil,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/gustavo-mantuan/profil/spieler/814269,Arrière droit,Premier Liga,2030,29,6,921
Khaled Narey,31,Togo,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/khaled-narey/profil/spieler/153664,Ailier droit,Saudi Pro League,2026,35,8,2638
Iván Martín,26,Espagne,"3,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/ivan-martin/profil/spieler/341278,Milieu offensif,LaLiga,2028,26,3,1804
Lucas Halter,25,Brésil,"3,00 mio. €","1,80 mio. €",https://www.transfermarkt.fr/lucas-halter/profil/spieler/468302,Défenseur central,MLS,2030,54,6,4635
Ismaël Kandouss,28,Maroc,"3,00 mio. €","1,75 mio. €",https://www.transfermarkt.fr/ismael-kandouss/profil/spieler/575594,Défenseur central,Botola Pro Inwi,2027,47,1,3809
Lucas Blondel,29,Suisse,"3,00 mio. €","1,66 mio. €",https://www.transfermarkt.fr/lucas-blondel/profil/spieler/503348,Arrière droit,Torneo Apertura,2027,33,3,2243
Rodrigo Ely,32,Brésil,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/rodrigo-ely/profil/spieler/176140,Défenseur central,LaLiga2,2028,46,0,3913
Junior Messias,34,Brésil,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/junior-messias/profil/spieler/449151,Ailier droit,Serie A,2026,36,6,1937
Mihailo Ristic,30,Serbie,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/mihailo-ristic/profil/spieler/271455,Arrière gauche,LaLiga,2026,10,1,197
Pedro Henrique,30,Brésil,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/pedro-henrique/profil/spieler/329720,Défenseur central,Série A,2026,26,1,2200
Munas Dabbur,33,Israël,"3,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/munas-dabbur/profil/spieler/145866,Avant-centre,UAE Pro League,2026,24,8,1133
Michal Karbownik,24,Pologne,"3,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/michal-karbownik/profil/spieler/401604,Arrière gauche,2. Bundesliga,2026,28,1,2027
Jacob Rasmussen,28,Danemark,"3,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/jacob-rasmussen/profil/spieler/283233,Défenseur central,2. Bundesliga,0,12,1,717
Stefan Mitrović,23,Serbie,"3,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/stefan-mitrovic/profil/spieler/726526,Ailier gauche,Super League 1,2026,45,8,2184
Francisco Pizzini,32,Argentine,"3,00 mio. €","1,19 mio. €",https://www.transfermarkt.fr/francisco-pizzini/profil/spieler/213122,Ailier droit,Torneo Apertura,2027,37,3,2134
Robin Hack,27,Allemagne,"3,00 mio. €","1,10 mio. €",https://www.transfermarkt.fr/robin-hack/profil/spieler/284010,Ailier gauche,Bundesliga,2029,37,11,3098
Phillipp Mwene,32,Autriche,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/phillipp-mwene/profil/spieler/127573,Arrière gauche,Bundesliga,0,38,0,2553
Jindrich Stanek,29,Tchéquie,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/jindrich-stanek/profil/spieler/242089,Gardien de but,Chance Liga,2029,44,0,3944
Mihael Zaper,27,Croatie,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/mihael-zaper/profil/spieler/434557,Milieu défensif,Prva Liga,2026,32,1,2598
Nahuel Tenaglia,29,Argentine,"3,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/nahuel-tenaglia/profil/spieler/533568,Arrière droit,LaLiga,2029,39,3,3231
Ilzat Akhmetov,28,Russie,"3,00 mio. €",850 K €,https://www.transfermarkt.fr/ilzat-akhmetov/profil/spieler/334440,Milieu offensif,Premier Liga,2026,40,4,1812
Rob Dickie,29,Angleterre,"3,00 mio. €",810 K €,https://www.transfermarkt.fr/rob-dickie/profil/spieler/257437,Défenseur central,Championship,2028,40,0,3212
Samuel Gustafson,31,Suède,"3,00 mio. €",750 K €,https://www.transfermarkt.fr/samuel-gustafson/profil/spieler/255473,Milieu défensif,J1 Special Season,0,35,2,3021
Jeppe Okkels,26,Danemark,"3,00 mio. €",700 K €,https://www.transfermarkt.fr/jeppe-okkels/profil/spieler/345591,Ailier gauche,Allsvenskan,2028,32,11,2271
Sergiy Sydorchuk,34,Ukraine,"3,00 mio. €",700 K €,https://www.transfermarkt.fr/sergiy-sydorchuk/profil/spieler/124182,Milieu défensif,Jupiler Pro League,2026,38,0,3345
Fabiano,25,Brésil,"3,00 mio. €",700 K €,https://www.transfermarkt.fr/fabiano/profil/spieler/657387,Arrière droit,Liga Portugal,2026,30,0,2432
Omar Mascarell,33,Guinée Équatoriale,"3,00 mio. €",600 K €,https://www.transfermarkt.fr/omar-mascarell/profil/spieler/142031,Milieu défensif,LaLiga,2026,30,0,2561
Guga,28,Portugal,"3,00 mio. €",550 K €,https://www.transfermarkt.fr/guga/profil/spieler/258034,Milieu central,Saudi Pro League,0,36,2,3211
Álex Collado,26,Espagne,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/alex-collado/profil/spieler/282722,Milieu offensif,Stars League,2028,17,1,768
Mathieu Cafaro,28,France,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/mathieu-cafaro/profil/spieler/399383,Ailier droit,Ligue 1,2027,33,5,2078
Jean-Pierre Nsame,32,Cameroun,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/jean-pierre-nsame/profil/spieler/225055,Avant-centre,Ekstraklasa,2026,43,30,2569
Ibrahima Niane,26,Sénégal,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/ibrahima-niane/profil/spieler/490417,Avant-centre,Autre,0,31,4,2137
Ivaylo Chochev,32,Bulgarie,"3,00 mio. €",500 K €,https://www.transfermarkt.fr/ivaylo-chochev/profil/spieler/252767,Milieu central,efbet Liga,2028,36,24,3115
Tyler Roberts,27,Pays de Galles,"3,00 mio. €",430 K €,https://www.transfermarkt.fr/tyler-roberts/profil/spieler/296986,Deuxième attaquant,League One,2026,20,4,1229
Andreas Bouchalakis,32,Grèce,"3,00 mio. €",400 K €,https://www.transfermarkt.fr/andreas-bouchalakis/profil/spieler/157535,Milieu central,Super League 1,2027,26,1,1460
Mário Fernandes,35,Russie,"3,00 mio. €",365 K €,https://www.transfermarkt.fr/mario-fernandes/profil/spieler/102740,Arrière droit,Autre,0,5,0,308
Nikita Saltykov,21,Russie,"3,00 mio. €",350 K €,https://www.transfermarkt.fr/nikita-saltykov/profil/spieler/697728,Ailier gauche,Premier Liga,2028,29,2,1518
Ercan Kara,30,Autriche,"3,00 mio. €",150 K €,https://www.transfermarkt.fr/ercan-kara/profil/spieler/320701,Avant-centre,Bundesliga,2027,19,6,912
Luca Waldschmidt,29,Allemagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/luca-waldschmidt/profil/spieler/196095,Avant-centre,Bundesliga,2027,20,5,648
Luka Romero,21,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/luka-romero/profil/spieler/769063,Ailier droit,Liga MX Apertura,2030,12,1,277
Timo Baumgartl,29,Allemagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/timo-baumgartl/profil/spieler/187491,Défenseur central,MLS,2026,8,0,565
Ísak Jóhannesson,22,Islande,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/isak-johannesson/profil/spieler/579565,Milieu central,Bundesliga,2030,33,1,1261
Dexter Lembikisa,22,Jamaïque,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/dexter-lembikisa/profil/spieler/712099,Arrière droit,Premier League 2,2026,30,2,2329
